Titulo;Relator;Data de publicação;Data de julgamento;Órgão julgador;Ementa
HC 101985;MARCO AURÉLIO;21/02/2014;07/02/2013;Tribunal Pleno;HABEAS CORPUS – PREJUÍZO. Chegando ao Tribunal o recurso ordinário interposto contra o acórdão atacado mediante o habeas corpus, dá-se o prejuízo deste.
HC 99945 AgR;MARCO AURÉLIO;21/02/2014;07/02/2013;Tribunal Pleno;Agravo regimental em habeas corpus. 2. Decisão impugnada que negou seguimento ao writ, ao fundamento de que a via eleita não se mostra adequada ao intento perseguido, ou seja, sanar eventual inconformismo com sentença desfavorável em disputa de guarda de menor. 3. O habeas corpus não é sucedâneo de recurso cabível, não sendo, por esse meio, de pretender-se a solução de questão relativa à guarda de filhos (HC 81.681/RS, rel. Min. Néri da Silveira, DJ 29.8.2003). Precedentes. 4. Ausência de constrangimento ilegal. Agravo a que se nega provimento.
HC 103604;MARCO AURÉLIO;08/03/2013;07/02/2013;Tribunal Pleno;HABEAS CORPUS – PERDA DE OBJETO – CUSTÓDIA – EXTRADIÇÃO. Uma vez ocorrido o julgamento do processo revelador da extradição, ficando assentada a legitimidade do pedido formalizado, impõe-se a declaração de prejuízo de habeas corpus voltado contra a ordem de custódia provisória.
HC 102745 AgR;GILMAR MENDES;10/05/2013;06/02/2013;Tribunal Pleno;Agravo regimental em habeas corpus. 2. Impetração contra decisão de ministro do Supremo Tribunal Federal. Negativa de seguimento ao writ. 3. Decisão recorrida em sintonia com a jurisprudência da Corte. Súmula 606. 4. Agravo a que se nega provimento.
HC 113204 AgR;DIAS TOFFOLI;28/02/2013;31/10/2012;Tribunal Pleno;EMENTA    Agravo regimental em habeas corpus. Matéria criminal. Impetração dirigida contra decisão proferida por órgão fracionário deste Supremo Tribunal Federal. Inadmissibilidade. Incidência da Súmula nº 606/STF. Agravo não provido.    1. A jurisprudência da Suprema Corte firmou o entendimento de que “não cabe habeas corpus contra decisão proferida por qualquer de suas Turmas, as quais não se sujeitam à jurisdição do Plenário, pois quando julgam matéria de sua competência representam o Supremo Tribunal Federal” (HC nº 80.375/RS-AgR, Tribunal Pleno, Relator o Ministro Maurício Corrêa, DJ de 23/3/01).    2. Agravo regimental não provido.
HC 111840;DIAS TOFFOLI;17/12/2013;27/06/2012;Tribunal Pleno;EMENTA    Habeas corpus. Penal. Tráfico de entorpecentes. Crime praticado durante a vigência da Lei nº 11.464/07. Pena inferior a 8 anos de reclusão. Obrigatoriedade de imposição do regime inicial fechado. Declaração incidental de inconstitucionalidade do § 1º do art. 2º da Lei nº 8.072/90. Ofensa à garantia constitucional da individualização da pena (inciso XLVI do art. 5º da CF/88). Fundamentação necessária (CP, art. 33, § 3º, c/c o art. 59). Possibilidade de fixação, no caso em exame, do regime semiaberto para o início de cumprimento da pena privativa de liberdade. Ordem concedida.    1. Verifica-se que o delito foi praticado em 10/10/09, já na vigência da Lei nº 11.464/07, a qual instituiu a obrigatoriedade da imposição do regime inicialmente fechado aos crimes hediondos e assemelhados.    2. Se a Constituição Federal menciona que a lei regulará a individualização da pena, é natural que ela exista. Do mesmo modo, os critérios para a fixação do regime prisional inicial devem-se harmonizar com as garantias constitucionais, sendo necessário exigir-se sempre a fundamentação do regime imposto, ainda que se trate de crime hediondo ou equiparado.    3. Na situação em análise, em que o paciente, condenado a cumprir pena de seis (6) anos de reclusão, ostenta circunstâncias subjetivas favoráveis, o regime prisional, à luz do art. 33, § 2º, alínea b, deve ser o semiaberto.    4. Tais circunstâncias não elidem a possibilidade de o magistrado, em eventual apreciação das condições subjetivas desfavoráveis, vir a estabelecer regime prisional mais severo, desde que o faça em razão de elementos concretos e individualizados, aptos a demonstrar a necessidade de maior rigor da medida privativa de liberdade do indivíduo, nos termos do § 3º do art. 33, c/c o art. 59, do Código Penal.    5. Ordem concedida tão somente para remover o óbice constante do § 1º do art. 2º da Lei nº 8.072/90, com a redação dada pela Lei nº 11.464/07, o qual determina que “[a] pena por crime previsto neste artigo será cumprida inicialmente em regime fechado“. Declaração incidental de inconstitucionalidade, com efeito ex nunc, da obrigatoriedade de fixação do regime fechado para início do cumprimento de pena decorrente da condenação por crime hediondo ou equiparado.
HC 101284;DIAS TOFFOLI;27/08/2012;14/06/2012;Tribunal Pleno;EMENTA    Habeas corpus. Direito Penal. Tráfico de entorpecentes. Fixação de regime prisional inicial diverso do fechado. Pacientes no gozo de livramento condicional. Writ prejudicado.    1. O alegado constrangimento ilegal imposto aos pacientes, em decorrência do regime prisional inicialmente estabelecido, restou superado, em razão da progressão dos pacientes a regime mais abrandado e da concessão do benefício do livramento condicional.    2. Writ prejudicado.
HC 104339;GILMAR MENDES;06/12/2012;10/05/2012;Tribunal Pleno;Habeas corpus. 2. Paciente preso em flagrante por infração ao art. 33, caput, c/c 40, III, da Lei 11.343/2006. 3. Liberdade provisória. Vedação expressa (Lei n. 11.343/2006, art. 44). 4. Constrição cautelar mantida somente com base na proibição legal. 5. Necessidade de análise dos requisitos do art. 312 do CPP. Fundamentação inidônea. 6. Ordem concedida, parcialmente, nos termos da liminar anteriormente deferida.
HC 108261 EI-AgR;DIAS TOFFOLI;13/04/2012;15/03/2012;Tribunal Pleno;EMENTA    Agravo regimental nos embargos infringentes no habeas corpus. Não cabimento. Ausência de previsão legal. Precedentes. Regimental não provido.    1. Revelam-se manifestamente incabíveis os embargos infringentes opostos contra julgado de Turma ou de Plenário em sede de habeas corpus, tendo em vista a falta de previsão regimental.    2. Agravo regimental não provido.
HC 107325;MARCO AURÉLIO;30/05/2012;01/03/2012;Tribunal Pleno;EMENTA: HABEAS CORPUS. SUPOSTA COAÇÃO QUE PASSOU A SER DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL EM RAZÃO DA DIPLOMAÇÃO DO PACIENTE COMO DEPUTADO FEDERAL. APLICAÇÃO DA SÚMULA N. 606 DO SUPREMO TRIBUNAL FEDERAL. INVIABILIDADE DA IMPETRAÇÃO. PRECEDENTES DO STF.     1. Não cabe habeas corpus para o Plenário contra ato de Ministro do Supremo Tribunal Federal.     2. Habeas corpus não conhecido.
HC 89965 AgR;CEZAR PELUSO (Presidente);07/02/2012;07/12/2011;Tribunal Pleno;Ementa: RECURSO. Agravo Regimental. Habeas Corpus. Decisão que não reconhece a existência de prevenção. Ato de mero expediente. Falta de lesividade. Ato processual insuscetível de causar gravame às partes. Incidência do art. 504 do CPC. Agravo regimental não conhecido. É inadmissível agravo regimental contra despacho que não reconhece a existência de prevenção.
HC 96238 AgR;DIAS TOFFOLI;08/11/2011;06/10/2011;Tribunal Pleno;EMENTA    Agravo regimental em habeas corpus. Impetração com finalidade de afastar a aplicação do enunciado da Súmula Vinculante nº 11. Inadequação da via eleita. Descabimento do writ para analisar questões alheias à privação da liberdade de locomoção. Precedentes. Regimental não provido.    1. O habeas corpus tem previsão constitucional para aquele que sofre ou se acha ameaçado de sofrer violência ou coação em sua liberdade de locomoção, por ilegalidade ou abuso de poder (art. 5º, inciso LXVIII, da Constituição Federal).    2. A impetração, tal como posta nos autos, tem a finalidade afastar a aplicação do enunciado da Súmula Vinculante nº 11, não havendo previsão legal para a concessão da ordem nesses termos, pois totalmente alheia à sua previsão constitucional.    3. Agravo regimental não provido.
HC 99743;MARCO AURÉLIO;21/08/2012;06/10/2011;Tribunal Pleno;Ementa: Penal Militar. Habeas corpus. Deserção – CPM, art. 187. Crime militar próprio. Suspensão condicional do processo - art. 90-A, da Lei n. 9.099/95 – Lei dos Juizados Especiais Cíveis e Criminais. Inaplicabilidade, no âmbito da Justiça Militar. Constitucionalidade, face ao art. 98, inciso I, § 1º, da Carta da República. Obiter dictum: inconstitucionalidade da norma em relação a civil processado por crime militar.     O art. 90-A, da n. 9.099/95 - Lei dos Juizados Especiais Cíveis e Criminais -, com a redação dada pela Lei n. 9.839/99, não afronta o art. 98, inciso I, § 1º, da Carta da República no que veda a suspensão condicional do processo ao militar processado por crime militar.    In casu, o pedido e a causa de pedir referem-se apenas a militar responsabilizado por crime de deserção, definido como delito militar próprio, não alcançando civil processado por crime militar.    Obiter dictum: inconstitucionalidade da norma que veda a aplicação da Lei n. 9.099 ao civil processado por crime militar.    Ordem denegada.
HC 109604 AgR;RICARDO LEWANDOWSKI;25/10/2011;22/09/2011;Tribunal Pleno;Ementa: AGRAVO REGIMENTAL EM HABEAS CORPUS. WRIT IMPETRADO CONTRA ATO DE MINISTRO RELATOR DE AÇÃO PENAL DO SUPREMO TRIBUNAL FEDERAL. NÃO CABIMENTO. PRECEDENTES DO STF. AGRAVO REGIMENTAL IMPROVIDO.    I – Esta Corte já firmou jurisprudência no sentido de não caber habeas corpus contra ato de Ministro Relator, de Turma, ou do próprio Tribunal Pleno. Precedentes.    II - Para impugnar ato do Relator que a parte entenda prejudicial ao seu direito, o Regimento Interno do STF prevê, em seu artigo 317, o recurso de agravo regimental.    III - Agravo regimental em habeas corpus improvido.
HC 109133 AgR;RICARDO LEWANDOWSKI;17/10/2011;15/09/2011;Tribunal Pleno;Ementa: AGRAVO REGIMENTAL. HABEAS CORPUS. NEGATIVA DE SEGUIMENTO. IMPETRAÇÃO VOLTADA CONTRA ATO DE MINISTRO DESTA CORTE EM AGRAVO DE INSTRUMENTO CRIMINAL. IMPOSSIBILIDADE. FUNDAMENTOS DA DECISÃO AGRAVADA NÃO IMPUGNADOS. INVIABILIDADE DO RECURSO. POSSIBILIDADE DE O RELATOR NEGAR SEGUIMENTO A PEDIDO MANIFESTAMENTE INADMISSÍVEL. ART. 21, § 1º, RISTF. AGRAVO IMPROVIDO.    I – A jurisprudência deste Tribunal assentou-se no sentido de que não é cabível a impetração de habeas corpus contra ato jurisdicional do próprio Supremo Tribunal Federal, de Relator ou do Colegiado.    II – O agravante deixou de atacar os fundamentos expostos na decisão agravada. Como se sabe, incumbe ao agravante o dever de impugnar, de forma específica, cada um dos fundamentos da decisão questionada, sob pena de não conhecimento do recurso.    III – O próprio Regimento Interno do STF autoriza ao Relator do processo “negar seguimento a pedido ou recurso manifestamente inadmissível, improcedente ou contrário à jurisprudência dominante ou a Súmula do Tribunal” (art. 21, § 1º), sem que isso configure usurpação da competência do Plenário ou das Turmas.    IV – Agravo regimental improvido.
HC 105000 ED;DIAS TOFFOLI;25/08/2011;12/05/2011;Tribunal Pleno;EMENTA    Embargos de declaração em habeas corpus. Matéria criminal. Conversão dos embargos declaratórios em agravo regimental. Princípio da fungibilidade. Impetração dirigida contra decisão proferida por Turma do STF. Inadmissibilidade. Súmula nº 606/STF. Agravo não provido.    1. Embargos de declaração recebidos como agravo regimental.    2. A jurisprudência da Suprema Corte firmou entendimento no sentido de que “não cabe habeas corpus contra decisão proferida por qualquer de suas Turmas, as quais não se sujeitam à jurisdição do Plenário, pois quando julgam matéria de sua competência representam o Supremo Tribunal Federal” (HC nº 80.375/RS-AgR, Tribunal Pleno, Relator o Ministro Maurício Corrêa, DJ de 23/3/01).    3. Agravo regimental não provido.
HC 96954 AgR;AYRES BRITTO;08/06/2011;12/05/2011;Tribunal Pleno;"EMENTA : AGRAVO   REGIMENTAL . HABEAS   CORPUS. PROCESSUAL   PENAL . CUMPRIMENTO , AINDA   QUE   EM   CAR ÁTER PROVIS ÓRIO, DA   PENA   PRIVATIVA   DE   LIBERDADE . IMPETRA Ç ÃO DIRIGIDA   CONTRA   AC ÓRDÃO DE   TURMA   DO   SUPREMO   TRIBUNAL   FEDERAL . INCID ÊNCIA DAS   S ÚMULAS 695 E 606. NEGATIVA   DE   SEGUIMENTO   DO   WRIT . DUPLA   FUNDAMENTA Ç ÃO. DECIS ÃO RECORRIDA   EM   SINTONIA   COM   A   JURISPRUD ÊNCIA DESTA   CASA   DE   JUSTI ÇA. AGRAVO   DESPROVIDO . 1. Nos termos da Súmula 695 do Supremo Tribunal Federal, “não cabe habeas corpus quando já extinta a pena privativa de liberdade”. 2. De mais a mais, este Excelso Pretório firmou a orientação do não-cabimento da impetração de habeas corpus contra ato de Ministro Relator ou contra decisão colegiada de Turma ou do Plenário do próprio Tribunal, independentemente de tal decisão haver sido proferida em sede de habeas corpus ou proferida em sede de recursos em geral. (Cf. Súmula 606; HC 100.738/RJ, Tribunal Pleno, redatora para o acórdão a ministra Cármen Lúcia, DJ 01/07/2010; HC 101.432/MG, Tribunal Pleno, redator para o acórdão o ministro Dias Toffoli, DJ 16/04/2010; HC 88.247-AgR-AgR/RJ, Tribunal Pleno, da relatoria do ministro Celso de Mello, DJ 20/11/2009; HC 91.020-AgR/MG, Tribunal Pleno, da relatoria do ministro Celso de Mello, DJ 03/04/2009; HC 86.548/SP, Tribunal Pleno, da relatoria do ministro Cezar Peluso, DJ 19/12/2008.) 3. Agravo regimental desprovido."
HC 104843 AgR;AYRES BRITTO;02/12/2011;12/05/2011;Tribunal Pleno;"EMENTA: HABEAS CORPUS. ATO DE MINISTRO DO SUPREMO TRIBUNAL FEDERAL. PEDIDO NÃO CONHECIDO. PRECEDENTES DO PLENÁRIO DO SUPREMO TRIBUNAL FEDERAL. APLICAÇÃO ANALÓGICA DA SÚMULA 606/STF. AUSÊNCIA DE ILEGALIDADE FLAGRANTE OU ABUSO DE PODER QUE AUTORIZE A CONCESSÃO DA ORDEM DE OFÍCIO. PRISÃO PREVENTIVA PARA A EXTRADIÇÃO REGULARMENTE FUNDAMENTADA. AGRAVO DESPROVIDO.    1. É pacífica a jurisprudência desta Casa de Justiça, no sentido do não cabimento de habeas corpus contra decisão de ministro do Supremo Tribunal Federal. Aplicação analógica do óbice da Súmula 606/STF. Precedente específico: HC 86.548, da relatoria do ministro Cezar Peluso. Outros precedentes: HC 100.738, redatora para o acórdão a ministra Cármen Lúcia; HC 101.432, redator para o acórdão o ministro Dias Toffoli; HC 99.510-AgR, da relatoria do ministro Cezar Peluso.     2. Também não é caso de concessão da ordem de ofício. Isso porque a simples leitura do ato impugnado evidencia que a prisão preventiva, para fins de extradição, encontra-se regularmente fundamentada.    3. Agravo regimental a que se nega provimento."
HC 100598;AYRES BRITTO;04/10/2011;11/05/2011;Tribunal Pleno;"EMENTA: HABEAS CORPUS. ATO DA SEGUNDA TURMA DO SUPREMO TRIBUNAL FEDERAL. PEDIDO NÃO CONHECIDO. ÓBICE DA SÚMULA 606/STF. PEDIDO DE RECONSIDERAÇÃO CONHECIDO COMO AGRAVO REGIMENTAL. ALEGAÇÃO DE NULIDADE DO JULGAMENTO DOS PACIENTES NO TRIBUNAL DO JÚRI. MATÉRIA EXAMINADA E FUNDAMENTADAMENTE RECHAÇADA PELA AUTORIDADE APONTADA COMO COATORA. AGRAVO DESPROVIDO.    1. É firme o entendimento desta Casa de Justiça, no sentido do não-cabimento de habeas corpus contra decisão de Turma do Supremo Tribunal Federal, proferida em sede de habeas corpus. Jurisprudência, essa, que, de tão pacífica, deu origem à Súmula 606 do STF. Nesse mesmo sentido: HCs 92.996-AgR e 91.020-AgR, ambos da relatoria do ministro Celso de Mello; HC 88.247-AgR-AgR-EDiv-AgR, da relatoria da ministra Ellen Gracie; e HC 84.779-AgR, da relatoria do ministro Marco Aurélio.    2. Também não é caso de concessão da ordem de ofício. A jurisprudência do Supremo Tribunal Federal firmou-se no sentido de que “os protestos das partes - Ministério Público e acusado - não se presumem. Hão de ser consignados na ata de julgamento (CPP, arts. 494 e 495), que traduz o registro fiel de todas as ocorrências havidas no curso do julgamento perante o plenário do tribunal do júri. A falta de protesto em tempo oportuno, resultante da inércia de qualquer dos sujeitos da relação processual penal, opera a preclusão de sua faculdade jurídica de reclamar contra eventuais erros ou defeitos ocorridos ao longo do julgamento” (HC 83.107, da relatoria do ministro Celso de Mello).    3. Pedido de reconsideração conhecido como agravo regimental. Agravo a que se nega provimento."
HC 99742;JOAQUIM BARBOSA;12/05/2011;14/04/2011;Tribunal Pleno;EMENTA:  Habeas Corpus. Estrangeiro condenado por tráfico de entorpecentes. Filhas brasileiras. Reconhecimento e nascimento posteriores à medida expulsória. Não ocorrência de causa impeditiva da expulsão. “Não constituem impedimento à expulsão a adoção ou o reconhecimento de filho brasileiro supervenientes ao fato que o motivar”, conforme determina o § 1º do art. 75 da Lei nº 6.815/80. As causas impeditivas da expulsão se limitam àquelas previstas no art. 75 da Lei nº 6.815/80. Ordem denegada.
HC 106212;MARCO AURÉLIO;13/06/2011;24/03/2011;Tribunal Pleno;VIOLÊNCIA DOMÉSTICA – ARTIGO 41 DA LEI Nº 11.340/06 – ALCANCE. O preceito do artigo 41 da Lei nº 11.340/06 alcança toda e qualquer prática delituosa contra a mulher, até mesmo quando consubstancia contravenção penal, como é a relativa a vias de fato.   VIOLÊNCIA DOMÉSTICA – ARTIGO 41 DA LEI Nº 11.340/06 – AFASTAMENTO DA LEI Nº 9.099/95 – CONSTITUCIONALIDADE. Ante a opção político-normativa prevista no artigo 98, inciso I, e a proteção versada no artigo 226, § 8º, ambos da Constituição Federal, surge harmônico com esta última o afastamento peremptório da Lei nº 9.099/95 – mediante o artigo 41 da Lei nº 11.340/06 – no processo-crime a revelar violência contra a mulher.
HC 103193 AgR;AYRES BRITTO;11/04/2011;02/03/2011;Tribunal Pleno;"EMENTA : AGRAVO   REGIMENTAL . HABEAS   CORPUS. PROCESSUAL   PENAL . IMPETRA Ç ÃO DIRIGIDA   CONTRA   DECIS ÃO SINGULAR   DE   MINISTRO   DO   SUPREMO   TRIBUNAL   FEDERAL . APLICA Ç ÃO ANAL ÓGICA DA   S ÚMULA 606. NEGATIVA   DE   SEGUIMENTO   DO   WRIT . DECIS ÃO RECORRIDA   EM   SINTONIA   COM   A   JURISPRUD ÊNCIA DESTE   NOSSO   TRIBUNAL . AGRAVO   DESPROVIDO . 1. A recente orientação jurisprudencial desta nossa Casa de Justiça é no sentido do descabimento da impetração de habeas corpus contra ato de Ministro Relator do próprio Tribunal, por aplicação analógica da Súmula 606/STF. (Cf. HC 100.738/RJ, Tribunal Pleno, redatora para o acórdão a ministra Cármen Lúcia, DJ 01/07/2010; HC 101.432/MG, Tribunal Pleno, redator para o acórdão o ministro Dias Toffoli, DJ 16/04/2010; HC 91.207/RJ, Tribunal Pleno, redator para o acórdão o ministro Eros Grau, DJ 05/03/2010; HC 99.510-AgR/MG, Tribunal Pleno, da relatoria do ministro Cezar Peluso, DJ 16/10/2009; HC 97.250-AgR/SP, Segunda Turma, da relatoria da ministra Ellen Gracie, DJ 07/08/2009; HC 86.548/SP, Tribunal Pleno, da relatoria do ministro Cezar Peluso, DJ 19/12/2008.) 2. Agravo regimental desprovido."
HC 101528;DIAS TOFFOLI;22/03/2011;09/12/2010;Tribunal Pleno;EMENTA    Habeas corpus. Estrangeiro. Decreto de Expulsão. Ato emanado do Presidente da República antes da edição do Decreto nº 3.447, de 5/5/2000. Competência do Supremo Tribunal Federal para apreciação do writ. Alegado vício de nulidade por ofensa aos princípios do devido processo legal, do contraditório e da ampla defesa. Inocorrência. Inexpulsabilidade. Condição jurídica sujeita a constantes alterações. Existência de pedido de revogação do ato administrativo de expulsão em curso no Departamento de Estrangeiros do Ministério da Justiça. Pleito a ser examinado com base em relatório de diligências, a fim de se confirmar a efetiva manutenção da prole brasileira ou o casamento de fato e de direito. Prisão cautelar-administrativa do paciente. Desnecessidade. Ordem concedida em parte. 1. Tendo em vista que o decreto de expulsão é atribuível ao Presidente da República, resta evidenciada a competência do STF para apreciar o pedido de habeas corpus. 2. Afigura-se perfeitamente válido, gerando efeitos até os dias atuais, decreto expulsório precedido da instauração do competente inquérito administrativo em que oportunizado ao paciente o pleno exercício do direito de defesa. 3. Existência de pedido de revogação do ato administrativo em curso no Departamento de Estrangeiros do Ministério da Justiça. 4. Desnecessidade e ausência de fundamentação hábil a ensejar a custódia administrativa do paciente, que deverá aguardar em liberdade a conclusão do pedido de revogação do ato administrativo de expulsão. 5. Writ parcialmente deferido.
HC 92687;JOAQUIM BARBOSA;01/03/2013;09/12/2010;Tribunal Pleno;Ementa: HABEAS CORPUS. PRISÃO EM FLAGRANTE. TRÁFICO DE DROGAS. DENEGAÇÃO DE PEDIDO DE LIBERDADE PROVISÓRIA, COM BASE NA VEDAÇÃO LEGAL ESTABELECIDA PELO ART. 44 DA LEI 11.343/2006. RECONSIDERAÇÃO DO INDEFERIMENTO PELO JUÍZO DE PRIMEIRO GRAU, ANTERIORMENTE À IMPETRAÇÃO DO WRIT PERANTE O SUPREMO TRIBUNAL FEDERAL. HABEAS CORPUS NÃO CONHECIDO.    Pedido dirigido contra decisão de indeferimento de liberdade provisória que já havia sido reconsiderada anteriormente à impetração do writ perante o Supremo Tribunal Federal.    Habeas corpus não conhecido.
HC 103213;CÁRMEN LÚCIA;01/02/2011;02/12/2010;Tribunal Pleno;EMENTA: HABEAS CORPUS. CRIME ELEITORAL. ALEGAÇÃO DE OFENSA À VEDAÇÃO DA REFORMATIO IN PEJUS E AO PRINCÍPIO DA INDIVIDUALIZAÇÃO DA PENA: IMPROCEDÊNCIA. PRESCRIÇÃO DA PRETENSÃO PUNITIVA ESTATAL. RECONHECIMENTO: INVIABILIDADE. DEFICIÊNCIA NA INSTRUÇÃO DO PEDIDO. HABEAS CORPUS DENEGADO. 1. As penas fixadas em primeira instância, tanto na sentença penal anulada quanto na segunda sentença penal condenatória, foram reduzidas na instância recursal de forma hígida, não se comprovando a presença de constrangimento ilegal a ferir direito do Paciente nem ilegalidade ou abuso de poder a ensejar a concessão da presente ordem de habeas corpus. 2. Para se cogitar da reformatio in pejus, a decisão do Tribunal Regional Eleitoral mineiro teria que negar provimento ao recurso criminal defensivo ou reconhecer, em desfavor do Paciente, circunstância fática não reconhecida em primeiro grau, de modo que o recurso da defesa causaria prejuízo ao Paciente, o que não ocorreu. 3. Não há, nos autos, prova de que os Impetrantes teriam interposto recurso impeditivo do trânsito em julgado da sentença penal condenatória, o que impede a análise da prescrição da pretensão punitiva. 4. Ordem denegada.
HC 100793;MARCO AURÉLIO;01/02/2011;02/12/2010;Tribunal Pleno;EXPULSÃO – CÔNJUGE BRASILEIRO. O óbice à expulsão, previsto na alínea “a” do inciso II do artigo 75 da Lei nº 6.815/80, pressupõe esteja o estrangeiro casado há mais de cinco anos e, em se tratando de união estável, não haver impedimento para a transformação em casamento.   EXPULSÃO – FILHO BRASILEIRO – REQUISITO LEGAL. Conforme versado na alínea “b” do inciso II do artigo 75 da Lei nº 6.815/80, a existência de filho brasileiro somente obstaculiza a expulsão quando, comprovadamente, esteja sob a guarda e dependência do estrangeiro.   PORTUGUÊS COM RESIDÊNCIA PERMANENTE NO BRASIL – DIREITOS INERENTES AO BRASILEIRO – ALCANCE DO ARTIGO 12, § 1º, DA CONSTITUIÇÃO FEDERAL. A eficácia do disposto no referido preceito depende de requerimento do súdito português e da aquiescência do Estado brasileiro, não operando efeitos automáticos. Precedentes: Extradição nº 890, relatada pelo Ministro Celso de Mello, no Plenário, em 5 de agosto de 2004, com acórdão publicado no Diário da Justiça de 28 de outubro de 2004.
HC 94685;ELLEN GRACIE;12/04/2011;11/11/2010;Tribunal Pleno;DIREITO PENAL MILITAR. HABEAS CORPUS. ART. 290, CPM. SUPERVENIÊNCIA DA LEI 11.343/06. PRINCÍPIO DA INSIGNIFICÂNCIA. IRRELEVÂNCIA. ART. 2, § 1°, LICC. NORMA ESPECIAL E NORMA GERAL. PRESCRIÇÃO. ORDEM CONCEDIDA DE OFÍCIO.   1.  Habeas corpus impetrado contra ato do Superior Tribunal Militar que, no julgamento de embargos infringentes, manteve a condenação do paciente pela prática do crime previsto no art. 290, do Código Penal Militar. 2.  Tratamento legal acerca da posse e uso de substância entorpecente no âmbito dos crimes militares não se confunde com aquele dado pela Lei n° 11.343/06, como já ocorria no período anterior, ainda na vigência da Lei n° 6.368/76. 3.  Direito Penal Militar pode albergar determinados bens jurídicos que não se confundem com aqueles do Direito Penal Comum. 4.  Bem jurídico penal-militar tutelado no art. 290, do CPM, não se restringe à saúde do próprio militar, flagrado com determinada quantidade de substância entorpecente, mas sim a tutela da regularidade das instituições militares. 5.  Art. 40, III, da Lei n° 11.343/06, não altera a previsão contida no art. 290, CPM. 6.  Art. 2°, § 1°, LICC: não incide qualquer uma das hipóteses à situação em tela, eis que o art. 290, do CPM, é norma especial e, portanto, não foi alterado pelo advento da Lei n° 11.343/06. 7.  Inaplicabilidade do princípio da insignificância em relação às hipóteses amoldadas no art. 290, CPM. 8.  Habeas corpus denegado.
HC 100341;JOAQUIM BARBOSA;02/12/2010;04/11/2010;Tribunal Pleno;EMENTA:  Habeas corpus. Comissão Parlamentar de Inquérito. Atividades investigatórias específicas simultaneamente realizadas por órgão jurisdicional e comissão parlamentar de inquérito. Viabilidade. Utilização, por CPI, de documentos oriundos de inquérito sigiloso. Possibilidade. Investigação, por CPI, da suposta participação de magistrado em fatos ilícitos não relacionados com o exercício de atividades estritamente jurisdicionais. Aposentadoria superveniente. Pedido prejudicado. Extensão dos trabalhos da CPI a fatos conexos ao objeto inicialmente estabelecido. Viabilidade. Direito ao silêncio, garantia contra a auto-incriminação e comunicação com advogado. Aplicabilidade plena. A existência de procedimento penal investigatório, em tramitação no órgão judiciário competente, não impede a realização de atividade apuratória por uma Comissão Parlamentar de Inquérito, ainda que seus objetos sejam correlatos, pois cada qual possui amplitude distinta, delimitada constitucional e legalmente, além de finalidades diversas. Precedentes. As comissões parlamentares de inquérito possuem poderes de investigação próprios das autoridades judiciais, entre os quais a competência para ter acesso a dados sigilosos (art. 58, § 3º, da Constituição Federal, e art. 2º da Lei nº 1.579/52). Precedentes. A superveniente aposentadoria prejudica a apreciação da possibilidade de uma CPI investigar atos de caráter não jurisdicionais praticados por aquele que era magistrado à época dos fatos. A Comissão Parlamentar de Inquérito poderá estender o âmbito de sua apuração a fatos ilícitos ou irregulares que, no curso do procedimento investigatório, se revelarem conexos à causa determinante da criação da comissão. Precedentes. É jurisprudência pacífica desta Corte assegurar-se ao convocado para depor perante CPI o privilégio contra a auto-incriminação, o direito ao silêncio e a comunicar-se com o seu advogado. Precedentes. Ordem parcialmente concedida.
